"Experiment Name"	"Analysis Name"	Included	Position	"SampleName"	CrossingPoint	Concentration	Standard	"StatusCodes"	"StatusDesc"	Call	CpUncertain	CpState	CalcConcUncertain
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	E6	"rI,RI-1-5-7"	24.8315416322903	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	F2	"rI,N2"	27.6212877342096	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	F3	"rI,N2"	27.7067611995525	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	F4	"rI,RI-1-5-6"	22.5257932787821	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	F5	"rI,RI-1-5-6"	22.5833831224934	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	F6	"rI,RI-1-5-6"	22.6120238196034	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	G2	"rI,N3"	30.8064424534402	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	G3	"rI,N3"	30.8048652357342	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	G4	"rI,RI-1-5-5"	19.6783799217665	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	G5	"rI,RI-1-5-5"	19.6823115671599	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	G6	"rI,RI-1-5-5"	19.5863490582301	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	H2	"rI,N4"	29.6059090429124	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rI"	1	H3	"rI,N4"	29.4760618144777	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	A8	"rII,A1"	40	 	 	">"	"Late Cp call (last five cycles) has higher uncertainty"	pdcPositive	0	cpsLarge	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	A9	"rII,A1"	 	 	 	" "	" "	pdcNegative	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	A10	"rII,mQ"	40	 	 	">"	"Late Cp call (last five cycles) has higher uncertainty"	pdcPositive	0	cpsLarge	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	A11	"rII,mQ"	40	 	 	">"	"Late Cp call (last five cycles) has higher uncertainty"	pdcPositive	0	cpsLarge	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	A12	"rII,mQ"	 	 	 	" "	" "	pdcNegative	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	B8	"rII,A2"	34.9073356747885	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	B9	"rII,A2"	35.2682165278483	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	B10	"rII,RII-1-5-10"	32.6222912256926	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	B11	"rII,RII-1-5-10"	31.9545900909769	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	B12	"rII,RII-1-5-10"	32.4778977378632	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	C8	"rII,A3"	29.6397000240751	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	C9	"rII,A3"	 	 	 	" "	" "	pdcNegative	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	C10	"rII,RII-1-5-9"	30.1079763192369	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	C11	"rII,RII-1-5-9"	30.0749012867477	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	C12	"rII,RII-1-5-9"	30.4920574238338	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	D8	"rII,A4"	18.2551256467834	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	D9	"rII,A4"	37.0339251359367	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	D10	"rII,RII-1-5-8"	27.6677393141503	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	D11	"rII,RII-1-5-8"	27.695366518301	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	D12	"rII,RII-1-5-8"	27.8698380158267	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	E8	"rII,N1"	31.3042616639858	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	E9	"rII,N1"	31.6115235678586	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	E10	"rII,RII-1-5-7"	25.3043224189892	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	E11	"rII,RII-1-5-7"	25.532816108066	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	E12	"rII,RII-1-5-7"	25.4337082752293	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	F8	"rII,N2"	28.0283992481735	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	F9	"rII,N2"	27.9501451192697	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	F10	"rII,RII-1-5-6"	23.1857238041239	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	F11	"rII,RII-1-5-6"	23.1442393830287	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	F12	"rII,RII-1-5-6"	23.9573134724757	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	G8	"rII,N3"	28.677776870379	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	G9	"rII,N3"	28.4727890487956	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	G10	"rII,RII-1-5-5"	20.0231936246684	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	G11	"rII,RII-1-5-5"	20.0987319751433	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	G12	"rII,RII-1-5-5"	20.2240023132826	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	H8	"rII,N4"	28.2474853522092	 	 	" "	" "	pdcPositive	0	cpsNormal	0
"A14-p12lk017207-rI,rII"	"Abs Quant/2nd Derivative Max for rII"	1	H9	"rII,N4"	28.2537393275447	 	 	" "	" "	pdcPositive	0	cpsNormal	0
